Start,Destination,Distance_KM,Num_Signals,Total_Signal_Wait,Queue_Length,Time_Car,Time_Bike,Time_Cycle,Time_Bus,Time_Metro,Expense_Car,Expense_Bike,Expense_Cycle,Expense_Bus,Expense_Metro,Pollution_Car,Pollution_Bike,Pollution_Cycle,Pollution_Bus,Pollution_Metro,Rush_Factor,Pollution_Exposure,Physical_Activity
Shahdara,Mayur Vihar,24.418999892465706,5,601,95,47.42688167518468,37.94150534014775,71.14032251277702,44.112258010221616,20,167.93079305843065,82.208815880766,0,20,21,357.8282145805258,209.56031691052777,0,194.58907800747875,67.06563365082224,0.95,255,1
Saket,Tilak Nagar,36.26562267573014,6,781,60,66.95850501380792,53.566804011046344,100.43775752071188,70.55020601656952,33,350.7395935804284,79.74323227872519,0,32,32,434.55097724835144,308.6505309339506,0,233.7889807139285,50.76557977408401,0.6,484,1
Rajouri Garden,Janakpuri,18.06984350027895,7,670,52,38.567945811647334,30.854356649317868,57.851918717471,38.0815349739768,28,117.89650706268542,68.70368349069342,0,25,41,183.4434628441009,133.19880963094766,0,111.22769345416212,31.427863981706835,0.52,121,1
AIIMS,Okhla,36.2692088150866,4,348,3,86.74877482876329,69.39901986301064,130.12316224314492,103.09852979451594,35,305.45958116108886,93.11621358079101,0,11,48,540.2983493870636,212.30829569744697,0,187.60204752486092,86.29754869483432,0.03,226,1
Connaught Place,Okhla,17.68571329814376,7,685,70,48.460844481510065,38.76867558520806,72.6912667222651,47.55301337781207,20,90.77777218020663,66.1211903445971,0,38,34,256.92006598456743,97.30070105771405,0,109.95341002606239,44.28430799798466,0.7,133,1
Sarojini Nagar,Connaught Place,28.728603473480973,10,1058,1,52.389841187962986,41.911872950370395,78.58476178194448,59.46780942555558,29,283.43379142968695,100.94990655292976,0,30,45,292.0485275796942,165.89286980014464,0,208.60120208473697,58.80153658172212,0.01,424,1
Karol Bagh,Janakpuri,11.748838917173227,5,258,64,43.66510326599669,34.93208261279735,65.49765489899504,44.39812391919603,22,69.53602167304904,28.60133198325857,0,21,30,170.8789498529196,107.31410821384334,0,81.45617198083718,24.430521092661735,0.64,265,1
Saket,Janakpuri,31.685276647356815,3,233,36,50.07136022520914,40.05708818016731,75.10704033781371,55.885632270250966,21,170.0898447682898,70.27561314272258,0,21,50,402.3740731956269,296.9712729508229,0,213.11813380795462,94.9196271060058,0.36,453,1
Shahdara,Sarojini Nagar,9.284395274047863,10,1308,92,42.43168094227424,33.94534475381939,63.64752141341136,35.91801713072909,30,57.4238996859441,32.24038934326072,0,29,45,131.44298337706687,48.45557079318794,0,47.84982875940391,17.36166292216097,0.92,413,1
Saket,Mayur Vihar,34.10887305309368,4,271,29,57.83855055792672,46.27084044634138,86.75782583689008,66.20626066951206,42,336.96528310256514,120.36601108842746,0,15,38,421.15388103826496,225.03246145397108,0,224.37735754951763,94.60253477845471,0.29,407,1
Tilak Nagar,Moti Nagar,13.34759877092047,6,423,94,41.051431158507114,32.84114492680569,61.57714673776067,37.06171739020853,32,72.96321218333254,29.96114981979928,0,29,35,155.35195342428378,126.49039490188689,0,79.20927422157575,31.778969327605488,0.94,244,1
Sarojini Nagar,Pitampura,11.003529609172386,8,735,86,31.85441796498204,25.483534371985634,47.78162694747306,26.225301557978447,38,59.33455324084317,23.294008822682514,0,19,23,114.61733724085235,95.20480794059158,0,71.68747023418567,26.02139818413153,0.86,425,1
Uttam Nagar,Pitampura,15.656493303847736,3,314,96,56.62703933134807,45.30163146507846,84.94055899702211,56.15244719761768,42,149.20257280276516,49.08409006586951,0,12,36,203.3008164587052,127.20291994614963,0,81.3956495604588,45.09107631461046,0.96,151,1
Vasant Kunj,Uttam Nagar,11.88813965475497,10,801,64,34.118118934437824,27.29449514755026,51.17717840165673,31.141742721325386,32,96.83032774260069,24.636561113630854,0,40,26,131.88796377534004,110.08932799214114,0,63.624928003774976,15.089356822089844,0.64,219,1
Lajpat Nagar,Vasant Kunj,18.871881909277125,8,820,42,36.356792377410244,29.085433901928198,54.535188566115366,36.22815085289229,32,112.87245866797089,39.67681297041219,0,22,50,270.3917216474033,102.63953923633572,0,103.53224141209634,34.18273304062316,0.42,208,1
Chandni Chowk,Kalkaji,19.557136032341937,5,455,44,51.442727319087815,41.15418185527025,77.16409097863172,55.531272782905376,44,139.42201880822523,68.9631972388446,0,34,50,258.06390605265807,121.76951272432656,0,73.23869895069039,30.02638234405967,0.44,354,1
Sarojini Nagar,Karol Bagh,5.9983822555595365,4,347,58,16.308456583244094,13.046765266595276,24.46268487486614,12.57014789989291,28,51.20322952008164,23.63726858233824,0,10,33,62.73716130487255,39.536428863371384,0,42.97368527536106,16.385388532944766,0.58,480,0
Janakpuri,Rohini,7.304884890398114,2,153,19,17.93024211863127,14.344193694905016,26.895363177946905,19.916290542357526,31,49.8952303829519,16.916357192534917,0,40,42,98.04759884784184,51.61463717302881,0,33.48110800381501,17.16769771264948,0.19,410,0
Mayur Vihar,Saket,18.31239383842905,2,215,52,45.666168688695755,36.53293495095661,68.49925303304363,48.19940242643491,37,116.83748309121562,58.78211494510346,0,26,31,208.50170869049248,116.5609678304784,0,77.38389717015455,20.27726784985023,0.52,275,1
Janakpuri,Connaught Place,28.82865371620719,4,257,41,45.06405804448237,36.0512464355859,67.59608706672356,48.47686965337885,44,221.9550216993252,64.293256746164,0,18,26,418.8530328011648,276.54624788416817,0,123.52057052151899,66.3955683513805,0.41,278,1
Vasant Kunj,Pitampura,15.181219857062164,7,694,95,37.09710430922381,29.67768344737905,55.645656463835714,31.51652517106857,24,146.86806329216478,43.85815197994574,0,29,30,226.67674557168885,99.86067016917082,0,48.068504465185875,22.98042875298354,0.95,478,1
Mayur Vihar,Karol Bagh,29.470786979661135,5,430,13,79.56328984866332,63.65063187893065,119.34493477299497,92.87594781839597,36,162.00712141222493,101.86267923177263,0,21,34,434.123529025758,224.30391482079074,0,130.46102242650198,47.71772963380936,0.13,412,1
Uttam Nagar,Connaught Place,28.066114834325464,7,596,34,41.45995035948208,33.167960287585665,62.18992553922312,44.351940431378495,23,235.6804438782819,78.5392472818329,0,39,29,414.99554841309003,268.457948204721,0,116.44368050886426,66.20672482266806,0.34,488,1
Nehru Place,AIIMS,34.46303119053599,4,487,32,57.60915019082667,46.087320152661334,86.41372528624001,63.930980228992,42,207.1665117353298,135.8087563668017,0,27,33,470.8244455939573,335.7458732588927,0,211.14544412537015,83.74856318893441,0.32,143,1
Tughlakabad,Lajpat Nagar,18.534529420955472,6,774,91,49.69922736857016,39.75938189485613,74.54884105285524,46.4390728422842,44,114.95427366324779,71.81872360472518,0,36,21,215.7323408906608,171.52470307814326,0,57.860371847856875,48.23986946653334,0.91,354,1
Karol Bagh,AIIMS,22.971984998064695,6,616,44,50.67904917737138,40.543239341897106,76.01857376605707,54.014859012845655,27,152.1337988801858,66.33729441548404,0,13,35,317.87436788810805,131.30030933018247,0,133.19943381391153,28.538464754598582,0.44,101,1
Okhla,Tilak Nagar,23.747890313077267,5,625,62,76.97297819732853,61.578382557862824,115.4594672959928,83.16757383679422,36,120.44018152279811,81.41279059437393,0,38,47,262.7440492611115,128.65632348908628,0,134.2574062571392,51.05755769290585,0.62,148,1
Rajouri Garden,Karol Bagh,17.87923239427046,10,1134,37,67.48219895092134,53.985759160737075,101.22329842638202,73.7786387411056,32,135.24562806227135,66.67187777171645,0,19,42,221.3291403858109,125.3902645865029,0,130.94111179024463,26.08538840646764,0.37,346,1
Janakpuri,Laxmi Nagar,9.019138606848117,2,192,67,19.902620367872167,15.922096294297734,29.85393055180825,16.0831444414466,27,76.4682183044287,25.914963259650996,0,14,47,102.25036158546979,89.72079819581961,0,31.288086326938426,11.09644387515257,0.67,209,0
Tilak Nagar,Connaught Place,18.712537502952156,3,431,36,39.6559745944555,31.724779675564402,59.48396189168325,42.5871695133466,42,140.41485195745582,44.62189621318694,0,23,24,201.43156047320116,150.33536697244105,0,118.82591931634481,53.07690507547174,0.36,209,1
Tughlakabad,Moti Nagar,20.566100630203536,5,417,67,38.88255220122579,31.106041760980634,58.32382830183869,38.25906264147095,30,153.47614354795098,68.96952803716894,0,24,27,304.6482454928658,132.17635171524256,0,95.27243978026809,52.67450587460378,0.67,319,1
Kashmere Gate,Janakpuri,25.783643290596967,6,356,73,60.75404383744246,48.60323506995397,91.1310657561637,63.504852604930946,38,227.9957392546696,93.81429833985831,0,23,45,321.54591033721283,189.09022984141947,0,164.93054271678656,75.6600913853391,0.73,195,1
Connaught Place,Sarojini Nagar,16.23391983983647,3,279,6,21.631945531301042,17.305556425040834,32.44791829695156,25.15833463756125,39,138.22147345943617,39.54541095233872,0,40,25,212.65238276508754,143.79774834834723,0,58.97605667604322,19.24122951332916,0.06,190,1
Sarojini Nagar,Moti Nagar,8.060466101525526,7,601,35,22.110169394472813,17.68813551557825,33.165254091709215,20.932203273367374,31,75.1335726305734,20.85513598413246,0,25,41,84.37109347132973,79.7773225327258,0,46.66318868254482,19.282256336460513,0.35,206,1
Connaught Place,Kashmere Gate,20.547790447503047,6,420,51,41.07305966637707,32.858447733101656,61.6095894995656,41.887671599652485,45,122.65454525888227,50.1713351345994,0,17,37,288.3827904273624,145.88793154837558,0,145.3938699336934,41.13078481636719,0.51,218,1
Kalkaji,Saket,32.872538916293216,9,985,24,95.1526155438859,76.12209243510873,142.72892331582887,108.58313865266308,39,188.4463727786887,131.4469418472514,0,36,38,357.1374146043566,171.15090879716092,0,143.86321817980595,97.2665526081609,0.24,192,1
Tilak Nagar,Lajpat Nagar,26.124714570148633,6,683,36,71.7559263546164,57.404741083693125,107.63388953192461,80.30711162553969,43,200.7035371397204,89.82771004722589,0,38,30,300.149893460231,229.81558889840494,0,83.70322710314913,45.218923238954474,0.36,106,1
Shahdara,Connaught Place,18.028111878221797,4,420,92,58.66224954526247,46.92979963620998,87.99337431789371,58.194699454314964,42,97.99781224229606,54.627677978622636,0,15,46,267.3343858923019,129.61930526984696,0,111.80974722022302,28.39672988691768,0.92,307,1
Saket,Rohini,26.075965817447127,9,711,2,40.344375877740674,32.27550070219254,60.51656381661101,46.213251053288815,20,237.6252622661885,69.9783627490616,0,28,47,377.7987271716463,246.37422977325366,0,143.15298755230316,70.6149860484832,0.02,225,1
Janakpuri,Lajpat Nagar,17.61984350953655,8,840,4,35.88400042679099,28.707200341432795,53.826000640186486,40.26080051214919,45,154.67909281293964,46.11629970432436,0,14,20,261.75215309358043,90.25553493851123,0,77.32498690558623,17.6909763109376,0.04,101,1
Kashmere Gate,Pitampura,33.81381861390746,9,932,76,68.0934183602258,54.47473468818064,102.1401275403387,70.31210203227096,43,279.72093222935536,122.00610468283223,0,14,26,504.55759204671193,183.24549293643088,0,219.54657597106612,68.84876344366694,0.76,410,1
Kashmere Gate,Vasant Kunj,24.065593478034156,5,597,39,52.99288828615833,42.39431062892667,79.48933242923749,58.19146594339,27,150.39415913918072,48.79947003965445,0,16,45,351.9245868795493,225.22448710581142,0,109.63277918130443,71.03711599464917,0.39,119,1
Tilak Nagar,Connaught Place,20.986799043121707,7,483,3,62.2820952713511,49.82567621708088,93.42314290702666,73.13851432562132,41,112.57933290218942,54.75028098826081,0,32,39,236.61427153223377,152.8977189119621,0,120.90946751255058,31.33620095286217,0.03,171,1
Saket,Okhla,39.23042561322867,6,588,69,100.87677114140178,80.70141691312142,151.31515671210266,112.05212536968213,45,217.65191724161488,115.72634225152409,0,36,39,537.6411095477988,299.35153296221216,0,169.74325147700762,67.19201200340062,0.69,389,1
Rajouri Garden,Sarojini Nagar,31.60714620563303,9,746,49,51.64168829896228,41.313350639169826,77.46253244844343,54.77002595875474,36,196.00512806746227,88.9376103622347,0,36,30,455.66237826836675,243.10005504926028,0,240.81442644667928,93.01569685006335,0.49,341,1
Janakpuri,Vasant Kunj,16.288525392370325,8,831,14,30.591241105542107,24.472992884433687,45.88686165831316,32.90948932665053,44,94.17597084167488,58.92738006923761,0,22,50,229.5939093342196,141.68932775883385,0,129.51418762137345,32.295721662727814,0.14,169,1
Saket,Sarojini Nagar,31.700319318989102,5,402,76,74.19274587177391,59.35419669741913,111.28911880766086,79.43129504612868,43,246.46243833219825,100.25902502712134,0,29,49,455.01230836584,215.14396063038694,0,168.29693182857582,87.05112544051578,0.76,474,1
Lajpat Nagar,Janakpuri,9.586150335492654,10,836,35,28.035491659538103,22.428393327630484,42.05323748930715,27.442589991445725,26,75.12034127919532,19.426534073483666,0,40,31,98.6986647455927,66.64239466244761,0,70.657804614752,19.443413859897777,0.35,228,1
Greater Kailash,Sarojini Nagar,28.236537909157477,3,443,28,48.65938463313107,38.927507706504855,72.9890769496966,54.59126155975728,43,271.01143111531707,101.47762434615699,0,32,23,321.71211113241776,199.53490942463688,0,93.02298179238564,63.61186002207945,0.28,135,1
Nehru Place,Uttam Nagar,29.64476460302895,9,845,6,102.54348476055341,82.03478780844273,153.81522714083013,120.2521817126641,22,254.18312598573894,115.90115581561767,0,28,22,338.23231032572687,187.21606328956628,0,185.32567835072587,76.5298606489068,0.06,192,1
Sarojini Nagar,Moti Nagar,22.759820913801413,8,654,83,48.833067575052894,39.06645406004232,73.24960136257934,46.99968109006347,41,170.88640061322042,45.64175525615719,0,30,20,267.37095573128687,117.91985827485662,0,109.61767781213665,40.04242915968294,0.83,247,1
Saket,Laxmi Nagar,8.72005779929746,3,319,75,33.250879848491365,26.600703878793095,49.87631977273705,30.50105581818964,44,71.70643353203846,32.25455555486793,0,28,36,116.54601613646896,55.95809561440022,0,26.740247842272385,18.943085161740086,0.75,332,1
Connaught Place,Uttam Nagar,25.43079741844221,4,404,73,43.33466165407441,34.66772932325953,65.00199248111161,42.401593984889296,31,217.13461187600794,78.0659993905979,0,19,46,340.27295622101576,180.77141042243875,0,149.46184209753685,60.75823262320925,0.73,362,1
Laxmi Nagar,Kashmere Gate,22.4096030136079,7,806,66,64.19544131796266,51.35635305437013,96.29316197694399,67.2345295815552,36,183.94772437798864,67.77264782269204,0,11,46,331.1310302988547,173.94419110889484,0,75.63074690492145,37.347891375170676,0.66,259,1
Uttam Nagar,Nehru Place,33.76242015974084,9,643,58,50.94356882920496,40.754855063363976,76.41535324380744,53.13228259504596,27,274.9576579141034,132.81687520074954,0,14,41,363.3007871065583,319.9175566948072,0,105.7909689387549,79.11854453593902,0.58,443,1
Tilak Nagar,Saket,17.67527578713035,8,847,93,41.14278694106953,32.91422955285562,61.714180411604296,35.77134432928344,40,89.95534788210915,69.6077848105207,0,18,45,191.57070872600062,91.42415380915325,0,102.94795973378957,20.621015781104777,0.93,133,1
Kalkaji,Uttam Nagar,10.13436786639346,8,598,1,23.55410476067117,18.843283808536935,35.331157141006756,26.464925712805403,34,76.7217448722048,33.91713813556303,0,40,21,143.66398478405233,81.44101008082589,0,45.079724944703386,19.204923267559607,0.01,179,1
Connaught Place,Laxmi Nagar,32.47807337877133,6,816,2,109.74337931688694,87.79470345350956,164.61506897533042,129.0920551802643,37,274.31259665600754,92.35506186251243,0,28,35,400.6147650539893,296.302534566571,0,215.30137484341125,77.20076258818169,0.02,288,1
Rajouri Garden,Rohini,22.008067281237345,5,544,27,42.37306123646011,33.89844898916809,63.55959185469017,46.64767348375213,29,182.50117590341532,61.91401292904003,0,38,50,229.2576699847649,178.91130540719965,0,121.9581184626137,29.130687887993066,0.27,443,1
Chandni Chowk,Pitampura,21.843091933973103,4,402,98,40.877025636544474,32.70162050923558,61.31553845481671,37.05243076385337,40,197.690099990351,66.67672872417923,0,40,50,223.5468141796828,120.5004649267446,0,128.4349535476586,57.5646041832767,0.98,272,1
Pitampura,Karol Bagh,24.732800428593027,2,49,4,49.12030331405102,39.29624265124082,73.68045497107653,58.944363976861226,31,160.35529993170385,72.80785039995006,0,36,34,359.5145787299716,138.67356343806892,0,185.15575278337897,57.01935662765489,0.04,282,1
Vasant Kunj,Tilak Nagar,34.68143311435834,5,464,96,105.94749756681054,84.75799805344843,158.92124635021582,114.93699708017265,34,336.8356426763366,74.95487996477078,0,29,49,462.711038055003,176.33921645215568,0,214.41132824091798,94.92873587400102,0.96,172,1
Vasant Kunj,Chandni Chowk,5.8337793941848,2,111,72,22.18678300880832,17.749426407046656,33.28017451321248,18.024139610569986,28,57.75218899101333,12.916244361429385,0,36,29,77.73731214792394,42.51995306898962,0,46.167029371831156,10.23332312881509,0.72,204,1
Rajouri Garden,Lajpat Nagar,29.606895829320134,5,519,36,51.05126766641303,40.84101413313043,76.57690149961955,56.06152119969564,42,275.45972354158005,76.157402832596,0,36,27,329.51063203328647,214.24937457531823,0,180.2590574825518,70.74163745142519,0.36,492,1
Chandni Chowk,Pitampura,23.661462490388484,4,369,85,38.02464756630046,30.41971805304037,57.03697134945069,34.82957707956055,23,229.6520262726335,77.21029308814603,0,30,29,354.393048584104,194.23466375861676,0,108.92652023217269,47.55254753253279,0.85,425,1
Saket,Sarojini Nagar,26.297275693082057,7,671,56,63.850259679737285,51.08020774378983,95.77538951960592,68.42031161568474,44,156.64152921547048,96.98719761017342,0,13,33,311.28258530338394,259.0351710719112,0,182.09141417462405,31.096071991799903,0.56,287,1
Rajouri Garden,Kashmere Gate,19.83316891361293,8,716,35,36.30098756076393,29.040790048611143,54.45148134114589,37.76118507291671,30,157.962873732457,78.69591400830426,0,33,21,217.5650709819378,170.61800741017737,0,112.26995385633298,51.69184003297051,0.35,489,1
Kashmere Gate,Karol Bagh,29.75411252379303,9,1112,9,48.80380193839717,39.04304155071774,73.20570290759576,54.9645623260766,43,188.75689930884354,104.71226857744666,0,33,33,371.8459192271669,234.62184062672904,0,145.10527636080346,67.21216369894282,0.09,210,1
Greater Kailash,Connaught Place,34.429407421333465,5,662,91,94.45031656718797,75.56025325375037,141.67547485078194,100.34037988062556,25,315.115078089587,92.14155801379435,0,16,41,350.85757645123925,246.70516538418826,0,219.2906531949159,96.48665134081479,0.91,471,1
AIIMS,Tughlakabad,31.07535053580053,7,569,55,67.64733731208192,54.11786984966554,101.47100596812288,73.3768047744983,25,305.3619794654886,118.83010600570802,0,31,26,456.45606921323895,305.28508456200046,0,138.65946058496107,62.08700805444291,0.55,126,1
Sarojini Nagar,Vasant Kunj,38.686743650856414,6,688,67,96.42862209887463,77.1428976790997,144.64293314831195,106.31434651864954,26,294.8744583927554,124.07721258192358,0,37,31,418.6852680936465,285.4969050033955,0,204.27472056044186,97.51905251417264,0.67,233,1
Pitampura,Dwarka,12.629205218372679,8,735,18,50.22833672594231,40.18266938075385,75.34250508891347,56.674004071130774,41,106.9674023821877,29.04681818312055,0,17,25,157.34573237610226,67.60350264659336,0,54.56847614864355,30.193782265369606,0.18,277,1
Sarojini Nagar,Mayur Vihar,23.209645915756443,4,442,35,64.32876707944965,51.46301366355972,96.49315061917447,72.19452049533959,45,171.38644238569842,56.63328401351515,0,27,22,286.4653434011783,228.74694777717096,0,171.1415665351907,23.58307269506878,0.35,154,1
Mayur Vihar,Okhla,27.078052446560967,8,855,38,80.50317074611563,64.4025365968925,120.75475611917344,90.20380489533875,31,205.19170542537455,80.52139369565533,0,38,48,363.43566801831133,153.22162514787794,0,187.096082608312,72.67961292292013,0.38,429,1
Tilak Nagar,Uttam Nagar,32.68870456439918,2,111,11,36.76183957275015,29.40947165820012,55.14275935912522,42.71420748730018,44,295.65177231174266,76.26181026922373,0,18,43,480.26074164922994,190.02815873500478,0,169.0997439691115,44.19428868855784,0.11,115,1
Nehru Place,Tilak Nagar,17.955665466262616,10,944,53,43.35172792696703,34.681382341573624,65.02759189045054,43.022073512360436,28,91.74733000307556,44.954782440739116,0,16,22,231.85247689551375,124.41055546381507,0,78.82256563517318,22.520036060491037,0.53,159,1
Lajpat Nagar,Greater Kailash,17.949854670913545,6,672,50,42.55616902600624,34.044935220804994,63.83425353900935,42.867402831207485,38,158.39975517529737,61.30386275493028,0,40,28,181.68337635337477,118.09808550085526,0,85.74708211031145,53.66672467070658,0.5,313,1
Janakpuri,Tilak Nagar,35.051633527768175,5,290,21,41.798747105287156,33.438997684229726,62.69812065793073,46.95849652634458,32,322.50041549104395,113.30519406661584,0,28,42,499.9826683480015,282.32656198283536,0,114.38087181787682,76.16087077175017,0.21,112,1
Okhla,Mayur Vihar,5.242436760984724,10,1136,51,29.225855919628803,23.380684735703042,43.838783879443206,25.47102710355456,28,28.140763145562627,17.446455963860906,0,34,47,67.47539497749983,47.858708141051466,0,33.091720950802724,14.013128237369529,0.51,176,1
Kalkaji,Okhla,12.39804017680585,3,305,42,30.177519749266324,24.14201579941306,45.266279623899486,30.413023699119588,45,120.38325746504337,29.985624713569095,0,10,26,154.75743210958566,119.51209179031683,0,92.30072154712727,18.398706497251354,0.42,159,1
Chandni Chowk,Moti Nagar,14.457454461335,5,483,31,49.06062086928986,39.248496695431896,73.5909313039348,53.672745043147835,38,91.29927232837818,55.170354306478686,0,27,22,189.75482817111228,112.22637443494392,0,111.39359137398552,31.93409450389685,0.31,498,1
Karol Bagh,Vasant Kunj,21.559125462010492,6,739,10,57.50236421630501,46.00189137304401,86.25354632445752,65.40283705956601,33,185.88651693583307,57.08036199931206,0,13,35,289.604199321049,212.82749612549483,0,90.52192696054675,38.764706564756594,0.1,429,1
Shahdara,Connaught Place,18.687126260351178,4,297,100,42.64689138316791,34.11751310653433,63.97033707475187,38.37626965980149,29,176.62653338886253,53.22159368560739,0,16,38,206.38537146725074,95.72224540383063,0,149.0855027195972,28.493716827905743,1.0,264,1
Janakpuri,Lajpat Nagar,31.7871401150431,10,947,91,106.18601149822182,84.94880919857746,159.27901724733272,113.62321379786617,23,222.81322536304054,71.50905040869928,0,10,28,401.16602413253224,234.6806645528722,0,227.10486831371568,74.75265144735148,0.91,416,1
Kalkaji,Rohini,17.488268880709754,7,547,19,55.49063709666237,44.3925096773299,83.23595564499355,63.58876451599484,36,121.89869826327902,55.293080828509844,0,30,50,184.59865227966807,93.83243763803557,0,135.5481151311281,25.351375150860473,0.19,116,1
Shahdara,Nehru Place,11.719835217331099,8,818,9,26.07103350199868,20.856826801598945,39.10655025299802,28.68524020239842,39,83.41547928425247,24.844458918991034,0,32,26,131.67718852111196,83.72890911493305,0,69.19915303956923,27.488359415526606,0.09,101,1
Connaught Place,Janakpuri,15.716628262821258,6,665,77,34.521962557132525,27.61757004570602,51.78294383569879,30.826355068559025,37,78.60285395154202,39.336458858766036,0,11,29,194.9266213319644,127.32872216874019,0,47.742431475337035,16.836105709906207,0.77,241,1
Kashmere Gate,Kalkaji,19.342621971532797,3,324,74,47.90048410823788,38.32038728659031,71.85072616235682,48.08058092988546,45,169.85578150353615,67.00425804132148,0,36,49,282.65545584511955,134.91693276372885,0,138.12888866842877,28.70712847612761,0.74,132,1
Sarojini Nagar,Lajpat Nagar,8.067744092489566,8,777,80,43.75370905213967,35.00296724171174,65.6305635782095,40.504450862567595,22,70.77015323361589,23.40806438415526,0,10,30,80.88939137423657,46.393997659631864,0,49.059831072587635,8.616346076828364,0.8,422,1
Tughlakabad,Pitampura,38.252876823265886,9,1012,16,58.83725651488017,47.06980521190414,88.25588477232026,66.20470781785619,39,358.10285213287796,127.92900970511229,0,28,42,467.3387693430224,227.90821913298512,0,128.80398465644885,98.46204588564538,0.16,373,1
Nehru Place,Connaught Place,13.049013582070202,8,855,26,30.41967129059259,24.33573703247407,45.629506935888884,31.303605548711104,24,91.64518202728799,42.68411706907243,0,38,48,150.53067000553276,128.92076701365374,0,69.03035139859143,27.80253644849381,0.26,296,1
Connaught Place,Dwarka,8.661493064524876,10,694,32,35.47102177356982,28.376817418855854,53.206532660354725,36.765226128283786,21,82.95163443998975,19.31623191650381,0,34,42,120.73378176007876,72.24421741798156,0,43.2271131548606,20.776941538851734,0.32,271,1
Moti Nagar,Janakpuri,33.46482924623014,7,734,89,62.854454846194564,50.283563876955654,94.28168226929185,63.425345815433474,41,196.69736816485835,122.82040693685457,0,13,40,372.74533615898224,171.09094076839446,0,240.74250277485655,65.55089283899312,0.89,459,1
AIIMS,Pitampura,9.561385738169578,9,906,84,35.96860761913077,28.77488609530462,53.952911428696154,30.562329142956923,39,56.56653424266455,33.67513346462409,0,38,35,100.35443028379193,60.85360975950582,0,48.59210680317244,27.205808832528692,0.84,110,1
Kashmere Gate,Laxmi Nagar,22.503607360007855,3,272,90,59.99573560554042,47.99658848443234,89.99360340831063,60.3948827266485,24,148.82095434617253,45.317614437917925,0,34,20,288.92988476493775,127.24093631101985,0,126.2482895740413,62.63819806039723,0.9,237,1
Okhla,Moti Nagar,25.124418362071392,7,568,86,42.5588859869733,34.047108789578644,63.83832898045995,39.67066318436796,30,224.74619723095975,87.04290996692765,0,20,32,342.9044691819949,154.75425829723457,0,118.04872807041407,62.69553124232667,0.86,142,1
Lajpat Nagar,Kalkaji,26.910125848011816,7,610,29,65.73574182943611,52.58859346354889,98.60361274415416,74.48289019532332,28,155.76702959581957,77.43942413784629,0,24,46,289.0314407887745,197.61073197859582,0,157.71978397317145,50.28793555008315,0.29,195,1
Moti Nagar,Shahdara,13.92525547445192,6,636,25,28.388847639208333,22.711078111366668,42.5832714588125,29.66661716705,39,126.86801028192488,38.01556445555467,0,38,31,184.02546857258505,105.37176987270774,0,70.07100646207616,34.245542305579974,0.25,316,1
Mayur Vihar,Tughlakabad,8.116646189133798,8,679,38,25.469096456171613,20.37527716493729,38.20364468425742,24.762915747405934,35,58.64073627278542,28.3385505914843,0,38,35,109.27351916937548,52.89936178458099,0,25.712208661397387,10.483442344257298,0.38,406,1
Connaught Place,Rajouri Garden,15.725212958081064,4,450,17,25.96017277362181,20.768138218897448,38.94025916043272,28.55220732834617,29,157.15545281699897,46.56013667889948,0,34,29,179.94256171419144,124.88776308882052,0,113.42194091502081,18.328476680376436,0.17,138,1
Janakpuri,Nehru Place,7.380803552724823,6,552,30,24.613692663886937,19.69095413110955,36.920538995830405,24.136431196664322,44,72.18398397049951,17.02959190084709,0,21,28,75.58571892603291,39.867778413312536,0,58.22670905683532,18.13388616701156,0.3,316,1
Rajouri Garden,Tilak Nagar,5.316551266161619,7,524,46,25.243442352058434,20.194753881646747,37.86516352808765,23.892130822470122,38,29.112344284528863,14.433309991459765,0,25,23,79.42477747371368,50.9667394495361,0,41.545237035711224,13.681352900497062,0.46,118,1
Shahdara,Moti Nagar,25.633941351049497,2,232,2,31.355944319445243,25.084755455556195,47.033916479167864,37.02713318333429,20,226.90826474476793,96.81778503304629,0,24,23,311.8493558756652,169.57265433977096,0,121.62009313146213,70.69472225345872,0.02,106,1
Rajouri Garden,Vasant Kunj,33.91229848958429,6,627,17,52.09062519186359,41.67250015349087,78.13593778779538,59.308750230236306,30,254.64768166012456,134.37127544131636,0,31,27,381.3616198206951,229.2680825573034,0,244.41903773203038,54.913662383370685,0.17,223,1
Janakpuri,Okhla,27.61420917882804,9,904,43,53.12006447722419,42.496051581779355,79.68009671583629,55.94407737266903,26,198.8907038151801,77.59627110145965,0,33,24,322.9180144433384,138.30840760634044,0,164.25360894924162,70.41239491563582,0.43,301,1
Lajpat Nagar,Vasant Kunj,15.987315976749537,9,845,70,39.93822936000606,31.950583488004852,59.90734404000909,36.72587523200727,44,119.2666905688836,49.327627965571935,0,23,40,205.59852275578902,87.25321525293663,0,118.61294849154676,34.21198488452783,0.7,338,1
Moti Nagar,Kalkaji,39.13188777263745,10,1302,85,88.90959324371006,71.12767459496806,133.3643898655651,92.89151189245207,25,234.12410986556537,79.63609015410576,0,31,25,465.75863115801457,363.32368475678265,0,250.01378025372324,93.91800105699556,0.85,175,1
Sarojini Nagar,Kashmere Gate,6.8217619229236215,5,359,53,18.349178827707807,14.679343062166247,27.52376824156171,15.019014593249368,27,36.42685533934117,17.284477874005127,0,19,23,92.79009349615448,67.72168346013008,0,42.36026356508654,18.52562106735808,0.53,293,0
