Start,Destination,Distance_KM,Num_Signals,Total_Signal_Wait,Queue_Length,Time_Car,Time_Bike,Time_Cycle,Time_Bus,Time_Metro,Expense_Car,Expense_Bike,Expense_Cycle,Expense_Bus,Expense_Metro,Pollution_Car,Pollution_Bike,Pollution_Cycle,Pollution_Bus,Pollution_Metro,Rush_Car,Rush_Bike,Rush_Cycle,Rush_Bus,Rush_Metro,Pollution_Exposure_Car,Pollution_Exposure_Bike,Pollution_Exposure_Cycle,Pollution_Exposure_Bus,Pollution_Exposure_Metro,Physical_Activity
Greater Kailash,Nehru Place,29.106391963198046,8,805,46,53.64038708351271,42.91230966681017,80.46058062526906,56.96846450021525,24,159.40179194662343,82.02843144069055,0,21,50,386.6674434413556,179.3324763761677,0,158.51410776615228,44.945693536350795,0.46,0.36800000000000005,0,0,0.7165979715844568,166,199.2,249.0,243,113,1
Dwarka,Vasant Kunj,26.753080440519355,4,342,65,52.64729852208823,42.11783881767059,78.97094778313235,54.97675822650587,30,228.87155431048765,98.12857644633925,0,34,30,357.32891579671315,195.9192781422332,0,107.85560548699806,47.578857215108776,0.65,0.52,0,0,0.5149858437096109,192,230.39999999999998,288.0,198,71,1
Nehru Place,Rajouri Garden,17.127777010138274,9,746,63,51.80834071494922,41.446672571959375,77.71251107242382,52.57000885793906,32,94.21141660501898,53.869683111757425,0,11,37,217.46181127963862,131.54167950055015,0,84.9449384070239,37.40761144694046,0.63,0.504,0,0,0.36674767333650016,205,246.0,307.5,185,106,1
Laxmi Nagar,Pitampura,15.79671443802691,3,336,29,33.712386520352155,26.969909216281724,50.56857978052823,37.05486382442259,21,131.33673214834337,47.1786397603272,0,28,43,163.57265997836853,154.68602663585003,0,108.65557779783538,43.629773245210224,0.29,0.23199999999999998,0,0,0.21628320787168084,341,409.2,511.5,233,129,1
Tughlakabad,AIIMS,29.67534449944895,9,802,14,55.511792163116134,44.40943373049291,83.2676882446742,62.814150595739356,23,245.2071679698058,96.61096911499561,0,21,48,415.24972518870385,263.1804802865248,0,121.53326969385267,71.38146478896437,0.14,0.11200000000000002,0,0,0.5274775191902689,322,386.4,483.0,168,51,1
Kashmere Gate,Laxmi Nagar,30.866749627727426,8,710,53,52.08371467626427,41.66697174101142,78.12557201439641,54.300457611517125,32,188.158897663417,67.59467887789374,0,23,40,449.3585430987621,177.86301006820256,0,190.65531219426677,53.576741345209115,0.53,0.42400000000000004,0,0,0.7893627197081385,272,326.4,408.0,130,120,1
Mayur Vihar,Nehru Place,23.520654122504116,10,787,63,70.70715818408618,56.56572654726895,106.06073727612927,75.04858982090342,30,212.89504048363406,70.24838092476408,0,18,34,315.9270973006845,235.063444771229,0,118.30916739153582,34.71530619391203,0.63,0.504,0,0,0.7977596377890939,384,460.79999999999995,576.0,120,90,1
Greater Kailash,Sarojini Nagar,18.047680149394704,9,716,90,48.99802136607286,39.19841709285829,73.4970320491093,45.79762563928743,38,165.707829844216,36.84554510843946,0,16,28,252.89852249729958,175.51363937166488,0,135.69225431066346,24.08505118219428,0.9,0.7200000000000001,0,0,0.7828444517780502,169,202.79999999999998,253.5,196,118,1
Dwarka,Nehru Place,32.75275160318898,8,776,94,81.32100547131296,65.05680437705037,121.98150820696944,84.38520656557554,41,165.0863894768034,125.46891573815797,0,27,48,453.3975399041374,258.79917353178,0,201.54800285078747,64.77464077269131,0.94,0.752,0,0,0.2026888478499558,198,237.6,297.0,286,54,1
Okhla,Connaught Place,22.5973104898701,2,220,49,70.111047163026,56.088837730420806,105.166570744539,78.7332565956312,40,113.54337630266019,63.49452505312631,0,32,44,237.4486228914702,114.61407391855109,0,165.2947301978027,35.24356871542466,0.49,0.392,0,0,0.7063521446319434,154,184.79999999999998,231.0,234,124,1
Rohini,Moti Nagar,14.088375949781861,2,210,67,24.361426925808072,19.489141540646457,36.542140388712106,21.433712310969685,44,140.40537047490096,38.239157398316394,0,25,29,184.5818497782755,117.68977874811495,0,74.94650489579104,31.903929152821085,0.67,0.536,0,0,0.7197565777034636,203,243.6,304.5,140,119,1
Shahdara,Kashmere Gate,11.401425467511364,10,924,68,36.35529296150695,29.08423436920556,54.53293944226042,33.42635155380833,29,99.8084087539636,42.7808066623313,0,13,42,134.69797597495528,82.54890249942332,0,39.39931011843701,33.14085083797042,0.68,0.544,0,0,0.5749934734051891,358,429.59999999999997,537.0,193,65,1
Laxmi Nagar,Greater Kailash,33.56572704534801,5,206,17,50.42156433875084,40.33725147100068,75.63234650812626,58.70587720650101,45,212.1412728288023,109.26108962804251,0,17,40,414.83498510895737,333.6424645677994,0,153.85410878092762,67.97741340795959,0.17,0.136,0,0,0.4348939976388572,322,386.4,483.0,287,149,1
Shahdara,Greater Kailash,17.983018507662095,9,708,54,51.93085593405117,41.54468474724094,77.89628390107676,54.11702712086141,25,122.32163048657156,42.33997750380046,0,34,29,211.8991605706974,115.64826425442827,0,68.63620603633467,36.683835045367324,0.54,0.43200000000000005,0,0,0.43023170802778343,299,358.8,448.5,135,53,1
Saket,Kashmere Gate,14.898157858340213,9,884,34,52.10143246329283,41.68114597063427,78.15214869493924,56.121718955951394,41,147.39938897726924,33.47117360498479,0,29,39,210.63370655540345,117.35094385406421,0,67.53615890557603,37.7132942004692,0.34,0.272,0,0,0.6949382507980657,180,216.0,270.0,108,145,1
Shahdara,Moti Nagar,5.4494596079861015,6,638,58,31.0566684044248,24.845334723539843,46.585002606637204,29.26800208530976,41,42.68694338015844,14.221464188684827,0,16,31,74.0424758852609,40.243628275611506,0,30.121152228893717,15.589415158834022,0.58,0.46399999999999997,0,0,0.7151792528681182,206,247.2,309.0,237,101,1
Sarojini Nagar,Mayur Vihar,9.154784785433081,4,201,42,22.062977320395262,17.650381856316212,33.094465980592894,21.075572784474314,21,74.92430500967168,31.20187555769654,0,19,35,104.4654381171194,53.99223465088338,0,70.52975785528594,25.525252300014362,0.42,0.336,0,0,0.34854441801913316,351,421.2,526.5,180,142,1
Moti Nagar,Rohini,13.185979109993102,8,831,99,39.364571201788266,31.491656961430614,59.0468568026824,33.83748544214592,22,85.34061361349069,44.5646553633165,0,24,34,134.04033636155688,107.56712136582803,0,72.5954326527517,37.17577829026773,0.99,0.792,0,0,0.4469500323285689,312,374.4,468.0,150,89,1
Rohini,AIIMS,24.25428541275697,8,862,51,54.08348953007179,43.26679162405743,81.12523429510767,56.100187436086145,42,170.6105236786627,88.91154039234343,0,40,47,317.21647657750634,163.8906229565682,0,125.72914746463456,47.527495812664554,0.51,0.40800000000000003,0,0,0.4023176324002016,250,300.0,375.0,129,80,1
Sarojini Nagar,AIIMS,27.211517999130486,2,274,27,72.41287251782451,57.93029801425961,108.61930877673677,83.69544702138941,34,258.9611424736117,72.55246665419259,0,15,45,285.15834810656634,173.51062599412134,0,195.84628224827188,64.11378447238884,0.27,0.21600000000000003,0,0,0.7960213253903243,363,435.59999999999997,544.5,183,120,1
AIIMS,Tilak Nagar,9.287975106977456,2,210,48,16.386025354596015,13.108820283676813,24.579038031894022,14.263230425515218,25,47.008550875499374,33.889167613576944,0,19,25,94.30680327324069,74.0918088961445,0,60.43268457558989,13.62385002283595,0.48,0.384,0,0,0.3373026839116722,286,343.2,429.0,297,88,0
Tilak Nagar,Nehru Place,15.797133293109425,5,477,27,38.45956741832383,30.767653934659066,57.68935112748574,42.35148090198859,36,157.6916981267071,56.48879542669027,0,30,30,235.63707845634258,124.88103663204645,0,117.76422483008824,21.86135525681154,0.27,0.21600000000000003,0,0,0.4677339262385642,384,460.79999999999995,576.0,127,98,1
Chandni Chowk,AIIMS,26.059633328524622,8,689,46,44.21100763537974,35.368806108303794,66.31651145306961,46.05320916245568,25,237.80291805998772,100.40102982183429,0,23,49,290.04612765821463,171.19157971254378,0,189.42396700329581,71.66218960941293,0.46,0.36800000000000005,0,0,0.5409796969530054,374,448.8,561.0,266,92,1
Moti Nagar,Chandni Chowk,38.88147928443734,9,766,43,103.53857305415787,82.83085844332629,155.3078595812368,117.04628766498944,26,365.87952805178287,152.1312246893964,0,32,31,487.00886315672875,201.4736172025752,0,238.60659823806924,86.5286515280486,0.43,0.34400000000000003,0,0,0.4751887907898097,262,314.4,393.0,220,103,1
Karol Bagh,Rohini,19.63818875187696,6,656,15,33.16107582158952,26.52886065727162,49.74161373238428,36.59329098590742,33,192.66728762257975,62.830966295342996,0,33,37,260.0906964151886,129.89472191350427,0,70.74821303307684,43.73457542216824,0.15,0.12,0,0,0.7451660035410177,384,460.79999999999995,576.0,262,127,1
Okhla,Kalkaji,7.564312418725717,5,581,94,29.12230485049971,23.297843880399768,43.68345727574956,22.346765820599654,41,64.73099246004948,29.5094502152692,0,20,20,85.84927637528996,61.41817677716107,0,34.78118318097056,19.015057186225107,0.94,0.752,0,0,0.6862070477648723,288,345.59999999999997,432.0,156,148,1
Karol Bagh,Kashmere Gate,11.487526431427543,2,228,44,28.82465565208199,23.059724521665593,43.23698347812299,29.189586782498388,28,90.46520289907713,24.027034458912308,0,27,42,154.73313832960775,114.54581018216959,0,43.04480162926085,26.326170541663718,0.44,0.35200000000000004,0,0,0.4559203418257584,279,334.8,418.5,166,78,1
Saket,Kashmere Gate,19.54785822578435,5,396,94,35.99732874735376,28.797862997883012,53.995993121030644,31.196794496824513,37,166.229560260041,70.31435618406714,0,11,40,239.22330906662992,105.10021193641352,0,114.22401749894034,40.96052285578759,0.94,0.752,0,0,0.3402718420983018,181,217.2,271.5,162,84,1
Nehru Place,Rajouri Garden,38.54553501545002,6,477,88,97.38107496580338,77.90485997264271,146.07161244870508,105.85728995896405,27,203.53150344072446,143.52345822248964,0,32,45,532.1358255805482,206.30999608246776,0,279.7113161208862,67.36902536462735,0.88,0.7040000000000001,0,0,0.45631158410641637,176,211.2,264.0,175,111,1
Mayur Vihar,Rajouri Garden,27.555941631131915,5,494,72,72.60291240291627,58.082329922333024,108.90436860437441,77.12349488349953,37,138.98166263529222,106.76777227800405,0,37,40,313.0841974180375,175.83146321226306,0,104.93348540604819,48.48284119763199,0.72,0.576,0,0,0.2548452757940799,183,219.6,274.5,115,54,1
Rohini,Chandni Chowk,39.791017688543285,7,695,80,61.82047412706609,49.45637930165287,92.73071119059914,62.384568952479306,21,323.77775588693044,121.05545587267493,0,37,41,596.44628127469,356.54220270701734,0,166.41108660174726,110.67300463370842,0.8,0.6400000000000001,0,0,0.29977362818241116,366,439.2,549.0,258,79,1
Connaught Place,Chandni Chowk,6.60760582349112,5,701,78,32.64760056642845,26.118080453142763,48.97140084964268,28.577120679714138,20,41.600485155323064,26.25286621573735,0,19,43,88.34640767625785,42.41873289898219,0,50.794602967161204,11.967520890528583,0.78,0.6240000000000001,0,0,0.48051092851726546,229,274.8,343.5,217,138,1
Janakpuri,Okhla,33.83359326150688,3,189,100,55.09429920210805,44.07543936168644,82.64144880316206,53.51315904252966,23,230.9839668302795,131.70789863922406,0,34,42,391.22205596768083,297.61620055838057,0,203.79005905484328,101.07144094971095,1.0,0.8,0,0,0.5949290161678261,316,379.2,474.0,249,115,1
Rajouri Garden,Uttam Nagar,18.485482190904936,8,928,9,47.789987726712695,38.23199018137016,71.68498159006904,54.34798527205523,39,170.15834640933863,54.910479367838505,0,29,26,268.28052315762636,184.2540530928402,0,147.74852123257307,45.783221780826125,0.09,0.072,0,0,0.4093214761826543,291,349.2,436.5,153,110,1
Kalkaji,Moti Nagar,10.568186105136562,6,368,1,19.13183719350595,15.305469754804761,28.697755790258928,21.75820463220714,24,66.06143150772064,21.912654006382862,0,23,39,156.82656594449986,54.46727442079891,0,48.00239439174523,22.314465094360045,0.01,0.008,0,0,0.5846929179396871,286,343.2,429.0,115,105,0
Kashmere Gate,Mayur Vihar,13.26666408672638,9,1006,64,35.65518068993549,28.524144551948396,53.48277103490324,32.38621682792259,45,127.19184939979102,41.376985501178574,0,17,20,166.23741354880676,97.2347609156764,0,63.29372892806868,28.70267745756469,0.64,0.512,0,0,0.44667826662429,203,243.6,304.5,238,65,1
Sarojini Nagar,Tughlakabad,17.72146423320572,7,673,64,46.44665360586784,37.157322884694274,69.66998040880176,46.3359843270414,39,160.12912716380345,53.581918262906626,0,23,27,206.83863548791282,115.64255181846033,0,100.18687875374184,22.15537523183568,0.64,0.512,0,0,0.6296236357659252,163,195.6,244.5,236,132,1
Rohini,Sarojini Nagar,30.082281764630473,10,858,95,54.15223118797528,43.32178495038023,81.22834678196293,51.382677425570336,37,234.1552335646552,104.46816529119175,0,10,43,322.5657081686049,213.99586325501951,0,162.36034830010888,40.85768544862767,0.95,0.76,0,0,0.5922836083009851,213,255.6,319.5,161,100,1
Kashmere Gate,Karol Bagh,13.585718505205111,4,473,25,38.032381413368114,30.425905130694492,57.04857212005217,41.838857696041735,30,100.97896510383947,52.83434168271757,0,20,32,156.16788371839417,134.80162883277296,0,67.51879711030841,23.55223400347313,0.25,0.2,0,0,0.49372797330837265,265,318.0,397.5,108,57,1
Nehru Place,Moti Nagar,32.92817278106159,3,242,100,55.695828208314694,44.55666256665176,83.54374231247203,54.03499384997763,24,252.31974547420097,96.76497659066528,0,25,32,405.64198342130186,279.1605926704302,0,200.75689095024424,66.8838324735836,1.0,0.8,0,0,0.3800412868517512,302,362.4,453.0,123,85,1
Nehru Place,Okhla,12.26312389996976,8,1053,47,42.686553938705416,34.14924315096433,64.02983090805813,43.02386472644649,33,65.23222758260646,44.62762363942421,0,25,28,181.65379156596703,78.2545987755632,0,80.81849647421717,28.6419554418027,0.47,0.376,0,0,0.46157186048601045,400,480.0,600.0,268,141,1
Rajouri Garden,Kalkaji,12.871585985261053,2,295,57,30.248659025064075,24.19892722005126,45.372988537596115,29.49839083007689,30,108.33660658969487,34.607205713455954,0,25,33,190.53241340310743,82.90177805251268,0,82.1019118353564,13.938441320885515,0.57,0.45599999999999996,0,0,0.6606579491148155,257,308.4,385.5,108,103,1
Janakpuri,Sarojini Nagar,17.97627357457681,10,848,71,47.13370707089561,37.70696565671649,70.70056060634342,45.36044848507473,29,156.11838418607618,49.13923982481325,0,19,21,210.58849614638893,176.66966703826398,0,58.70881286411803,47.18929835570335,0.71,0.568,0,0,0.766103922421314,185,222.0,277.5,256,105,1
Karol Bagh,Greater Kailash,27.161188941903312,5,441,88,43.125901091577234,34.50072087326179,64.68885163736584,40.751081309892676,24,193.69087376013115,62.05785587663237,0,28,24,349.0397651730454,261.89098382889244,0,130.86216424590478,49.50265460571206,0.88,0.7040000000000001,0,0,0.4919960440251109,378,453.59999999999997,567.0,117,131,1
Tughlakabad,Sarojini Nagar,11.300169348583758,5,413,32,36.82706892747176,29.461655141977406,55.240603391207635,39.3924827129661,36,67.62978114181854,29.832903581700347,0,27,48,156.39142547787173,96.48513307334849,0,36.892497237167625,32.2251056990194,0.32,0.256,0,0,0.7834516702354746,193,231.6,289.5,167,101,1
Tughlakabad,Janakpuri,15.848283441083813,7,544,93,34.4507156663514,27.56057253308112,51.6760734995271,28.74085879962168,42,121.6525264850295,53.979568604829204,0,33,38,193.28013713821213,97.02236143632366,0,90.85271576705047,33.621377615039236,0.93,0.7440000000000001,0,0,0.5070077393035144,347,416.4,520.5,142,93,1
Kalkaji,Janakpuri,22.676673537076248,8,752,69,50.37617010166214,40.300936081329716,75.56425515249322,50.85140412199457,45,146.296958233662,72.2423679448455,0,17,41,232.774140695461,146.4314925921901,0,84.45790451165459,27.671302055183663,0.69,0.5519999999999999,0,0,0.3024246177956984,391,469.2,586.5,246,70,1
Saket,Tilak Nagar,11.335777543836894,9,947,2,38.062167448946546,30.44973395915724,57.093251173419816,42.67460093873585,25,102.6404710853655,40.335298768199536,0,24,39,133.07635111803617,67.62848299980101,0,36.6810214207899,27.101295300563596,0.02,0.016,0,0,0.4617831051624849,180,216.0,270.0,165,141,1
Shahdara,Laxmi Nagar,38.88301002169882,6,610,22,73.7342677033897,58.987414162711765,110.60140155508455,84.08112124406765,37,385.0223676650116,84.06628080044982,0,25,45,562.9665653504501,382.7192559078642,0,166.34928245947833,73.46072988579128,0.22,0.17600000000000002,0,0,0.6137711908982333,252,302.4,378.0,245,143,1
Nehru Place,Laxmi Nagar,24.619692515001283,2,80,82,40.832396054937725,32.66591684395018,61.24859408240658,39.19887526592527,28,124.77664365540191,95.53695833442009,0,37,23,335.87830309437066,202.30358107203796,0,176.4590126338367,62.9469180782567,0.82,0.656,0,0,0.3003241802456357,236,283.2,354.0,165,52,1
Nehru Place,Lajpat Nagar,26.71706565961807,3,498,39,39.155170195178655,31.324136156142927,58.73275529276798,41.78620423421438,21,263.44638770295893,54.156775535229244,0,24,27,290.1657131031285,200.4396539483219,0,213.18272770479874,53.41514216026533,0.39,0.31200000000000006,0,0,0.672353281852053,251,301.2,376.5,168,101,1
Karol Bagh,Uttam Nagar,22.574298903642365,10,1007,94,66.51386342490886,53.211090739927094,99.7707951373633,65.81663610989062,28,200.2903512506509,70.24548240318126,0,16,47,295.8012808368074,217.28877520813674,0,129.12037508849625,61.288818449992,0.94,0.752,0,0,0.22470540342453738,386,463.2,579.0,146,67,1
Vasant Kunj,Laxmi Nagar,7.28051897117643,7,562,55,23.746315357013646,18.997052285610916,35.61947303552047,20.695578428416376,39,52.083207122000964,27.876664517473955,0,39,26,78.00995522669264,53.01506032600253,0,27.99833114897962,11.337131231685584,0.55,0.44000000000000006,0,0,0.46392876757308993,229,274.8,343.5,256,99,1
Greater Kailash,Janakpuri,18.37353282067059,5,626,28,31.61449796146527,25.291598369172217,47.4217469421979,33.537397553758325,25,164.5309456041871,67.79219030701616,0,30,32,187.71716080377908,116.31867836680375,0,70.79506773087721,43.0200048127866,0.28,0.22400000000000003,0,0,0.3305169989109932,230,276.0,345.0,134,127,1
Tilak Nagar,Pitampura,32.886961008818204,4,379,67,45.616906415247044,36.49352513219764,68.42535962287056,46.34028769829645,39,170.79336311875738,66.85370781614827,0,26,24,416.7029296433016,220.32323308579808,0,159.58923721952556,69.20749394526119,0.67,0.536,0,0,0.6765407544978925,261,313.2,391.5,144,133,1
AIIMS,Mayur Vihar,9.601854654048386,4,315,37,27.402177874274457,21.921742299419567,41.103266811411686,28.282613449129347,32,58.956376933227,31.023579034024458,0,18,39,121.1015398682429,77.05817748412954,0,35.1934276793722,16.299707226645797,0.37,0.296,0,0,0.7417285434000613,252,302.4,378.0,155,132,1
AIIMS,Karol Bagh,10.77772506897469,5,473,42,25.37259180488085,20.298073443904684,38.058887707321276,24.24711016585702,43,69.53278882696777,22.442256263720573,0,29,48,120.94991831921692,91.3062136126515,0,44.74768519690824,32.0291964803867,0.42,0.336,0,0,0.5734503775100089,199,238.79999999999998,298.5,195,97,1
Kashmere Gate,Tilak Nagar,28.118663104056004,9,770,74,49.524882973724516,39.619906378979614,74.28732446058677,48.62985956846941,45,165.33203474151387,100.50397195377921,0,25,40,405.1248270906151,247.21152771806538,0,191.81932360764418,64.3400337894067,0.74,0.592,0,0,0.7807846557628402,238,285.59999999999997,357.0,213,139,1
Tughlakabad,Moti Nagar,37.53310917036497,3,284,0,46.28026677107986,37.02421341686389,69.42040015661979,54.736320125295826,25,244.93010151600296,88.87409875397815,0,17,40,536.8597025558961,315.5776547051735,0,287.29570968795974,101.73589492307376,0.0,0.0,0,0,0.7856978943615553,355,426.0,532.5,208,140,1
Dwarka,Pitampura,26.875002607626122,9,733,32,47.631174450853464,38.10493956068277,71.4467616762802,51.157409341024156,39,204.34981818166617,91.49650436042886,0,25,28,375.51841895229603,213.9391394754167,0,123.47660644589327,61.82902550689216,0.32,0.256,0,0,0.7351463957851401,254,304.8,381.0,205,51,1
Kalkaji,Karol Bagh,13.353245000928208,8,573,93,35.608045768057835,28.48643661444627,53.41206865208675,30.129654921669395,40,98.92231427133932,48.640440006916194,0,38,37,141.4989075052497,92.39375525731452,0,46.1236638799381,36.398443037318664,0.93,0.7440000000000001,0,0,0.26008170900149663,334,400.8,501.0,186,104,1
Pitampura,Shahdara,11.057931026944692,2,292,52,30.6872220560805,24.549777644864403,46.03083308412075,30.0246664672966,38,79.8115243529848,39.4547064872756,0,24,41,128.1038846923028,94.99869746046568,0,44.59434360588454,30.948506286936123,0.52,0.41600000000000004,0,0,0.5051429710417497,289,346.8,433.5,149,96,1
Rajouri Garden,Janakpuri,35.827343410062454,8,679,44,58.33913000240212,46.6713040019217,87.50869500360318,63.006956002882546,21,193.26269848157617,78.65741455783039,0,20,20,533.8269756755958,258.5231042905993,0,202.1889285761547,46.92811732116934,0.44,0.35200000000000004,0,0,0.7567158880436367,364,436.8,546.0,140,53,1
Karol Bagh,Lajpat Nagar,13.047030093780291,5,492,42,25.323644192035225,20.258915353628183,37.985466288052834,23.98837303044227,42,110.96107813213584,43.47534038825252,0,14,31,154.8762261762129,82.35215161293068,0,84.447297292161,18.10837673746283,0.42,0.336,0,0,0.34426089037684116,312,374.4,468.0,149,75,1
Sarojini Nagar,Uttam Nagar,14.044234262681282,10,975,97,64.00423331536842,51.20338665229474,96.00634997305264,62.80507997844211,32,89.42184877254313,52.044253187945955,0,20,20,208.64373270122655,93.47152823166057,0,107.55919283404025,38.49169443013331,0.97,0.776,0,0,0.464271763974524,265,318.0,397.5,293,60,1
Tughlakabad,Connaught Place,13.99984771664881,10,895,47,34.5196475832685,27.615718066614804,51.779471374902755,33.823577099922204,42,107.2389838258061,35.833473966933376,0,38,42,181.9729701115772,129.65062624434995,0,53.21033849384581,38.83184669391128,0.47,0.376,0,0,0.4032707893864312,207,248.39999999999998,310.5,281,87,1
Vasant Kunj,Rohini,28.945777209036407,6,578,23,72.89824490423925,58.3185959233914,109.34736735635887,83.27789388508708,23,208.77298611199777,63.477604978032154,0,12,43,373.29064229920164,220.3779233726851,0,173.80030864461534,48.95425125891102,0.23,0.18400000000000002,0,0,0.6916164801505198,391,469.2,586.5,180,54,1
Pitampura,Saket,38.516507072706474,5,432,25,86.11748711322642,68.89398969058114,129.17623066983964,99.5409845358717,42,338.49738902535216,112.71434068433808,0,23,23,434.5498624186237,339.00221446446153,0,245.38033837878012,60.65261725323063,0.25,0.2,0,0,0.4280341587604119,247,296.4,370.5,119,115,1
Karol Bagh,AIIMS,26.181230239231823,3,426,33,57.326302505116445,45.86104200409316,85.98945375767467,63.79156300613973,35,149.88980575652326,104.48129577395424,0,23,23,309.42919193308103,230.02870891266852,0,108.0018499902044,64.41082768736554,0.33,0.264,0,0,0.40744251432563783,299,358.8,448.5,127,74,1
Connaught Place,Janakpuri,38.097485370525,8,984,69,74.9666828848901,59.97334630791209,112.45002432733516,79.56001946186814,29,239.48344756320714,116.19937565667674,0,33,21,499.5934560580932,194.60462261486873,0,225.58225851986896,88.94036818737615,0.69,0.5519999999999999,0,0,0.5272204865047017,304,364.8,456.0,186,107,1
Chandni Chowk,Uttam Nagar,38.42838004606684,7,840,25,72.5380357792331,58.030428623386484,108.80705366884965,81.84564293507971,38,315.3998351539177,138.14334223924988,0,17,30,427.28414853547315,256.8421523991213,0,269.97251627769884,97.18857683504478,0.25,0.2,0,0,0.309885497344157,207,248.39999999999998,310.5,143,86,1
Saket,Uttam Nagar,17.47798581103843,9,747,22,49.60597608195166,39.68478086556133,74.40896412292749,54.72717129834199,30,98.23236533141133,59.55942377295391,0,29,32,187.099158090519,117.09620880789707,0,94.63067904445572,48.005730165806895,0.22,0.17600000000000002,0,0,0.29770464811733516,338,405.59999999999997,507.0,196,85,1
Moti Nagar,Vasant Kunj,18.343402045129935,5,562,85,48.74741502079534,38.99793201663627,73.12112253119301,47.096898024954406,37,139.5652797032884,40.98689087829269,0,12,30,245.8641572736867,112.66522391843553,0,60.86967476573941,18.85404524577149,0.85,0.68,0,0,0.22346565689444864,357,428.4,535.5,122,56,1
Okhla,Kashmere Gate,11.104147151708975,7,469,83,29.112582447035514,23.290065957628414,43.66887367055327,23.935098936442618,35,69.32790708601132,40.383824278625994,0,25,24,159.93505649795156,72.93686830430941,0,87.70267791943594,32.68882308947154,0.83,0.664,0,0,0.534412721454153,295,354.0,442.5,115,65,1
Chandni Chowk,Greater Kailash,36.68027837098356,8,608,6,72.37402412657802,57.89921930126242,108.56103618986702,84.84882895189362,27,282.0575806186257,126.90742856863477,0,18,41,390.98171267647416,310.8902218231971,0,178.46124706737612,109.23043833960368,0.06,0.048,0,0,0.574497952660022,254,304.8,381.0,174,100,1
Uttam Nagar,Laxmi Nagar,10.504365767988729,4,395,13,19.827545112987863,15.86203609039029,29.741317669481795,21.393054135585437,41,68.22896969292611,26.762748280362807,0,29,25,105.2201632806049,102.67277741950151,0,35.993688305506346,28.598167283667514,0.13,0.10400000000000001,0,0,0.6087300275274221,393,471.59999999999997,589.5,203,65,0
Rohini,Uttam Nagar,21.532460427544287,9,608,58,39.32890002146425,31.463120017171402,58.993350032196375,39.194680025757094,26,214.6277618841651,70.5145513253705,0,18,32,268.34598875654984,168.4134049677837,0,66.3405314762051,53.64235932392739,0.58,0.46399999999999997,0,0,0.4347654580696758,321,385.2,481.5,128,147,1
Uttam Nagar,Pitampura,26.219307285723282,9,834,10,44.58337845819324,35.66670276655459,66.87506768728986,49.700054149831885,32,254.11060253988094,92.48084470183403,0,23,28,392.1716706971977,190.97757739078136,0,112.80962938426855,42.45322287814322,0.1,0.08000000000000002,0,0,0.6771634034335761,310,372.0,465.0,241,104,1
Lajpat Nagar,Karol Bagh,39.06864851677419,2,224,78,51.897319529805486,41.51785562384439,77.84597929470823,53.27678343576658,31,199.4253279099921,136.34879990023057,0,31,27,420.70254505822635,383.8228425166812,0,228.99034911596164,104.66929760389469,0.78,0.6240000000000001,0,0,0.2551037308693917,393,471.59999999999997,589.5,277,102,1
Uttam Nagar,Kalkaji,7.195884033789778,9,737,93,34.25546823857597,27.40437459086078,51.38320235786396,27.906561886291172,24,53.04216873949374,19.247588313285796,0,10,41,100.11056639208518,51.70333138719106,0,52.67243887542154,16.384905823135757,0.93,0.7440000000000001,0,0,0.6276429813605962,286,343.2,429.0,253,57,1
Karol Bagh,Tilak Nagar,33.63883783169602,6,367,22,63.77441563450505,51.01953250760404,95.66162345175758,72.92929876140606,45,215.45432586488846,104.23427215329352,0,29,20,445.966788101955,205.21848654176048,0,115.91671213140846,91.31967129289116,0.22,0.17600000000000002,0,0,0.7389023842028304,245,294.0,367.5,246,57,1
Chandni Chowk,AIIMS,9.854253782959184,6,566,16,21.748630349323754,17.398904279459003,32.622945523985635,23.098356419188505,28,76.39724878661681,27.62663181545644,0,12,21,104.72012283298714,71.01545589013456,0,66.64607099853966,14.014615337405465,0.16,0.128,0,0,0.3421767860828552,225,270.0,337.5,208,109,1
Okhla,Tilak Nagar,13.091386998225845,8,730,22,39.83076778386385,31.86461422709108,59.74615167579577,42.99692134063662,43,75.15950189932845,28.58890215497666,0,36,33,158.22734754444951,118.11493356029052,0,71.94277797536661,27.94353927646313,0.22,0.17600000000000002,0,0,0.3998362881871129,207,248.39999999999998,310.5,193,91,1
Lajpat Nagar,Vasant Kunj,18.183870645023,2,171,77,36.54718925486472,29.237751403891778,54.82078388229708,35.056627105837656,28,179.4266714716852,65.70460865280945,0,26,34,242.07484009801655,137.2396610709205,0,67.28193233563084,41.89657792941267,0.77,0.6160000000000001,0,0,0.20526134727676013,175,210.0,262.5,145,71,1
Rajouri Garden,Mayur Vihar,30.537661544614828,3,296,57,47.48795449444923,37.99036359555938,71.23193174167383,50.18554539333907,31,296.25745924329163,72.18502101027529,0,19,39,413.27793415587786,273.98878356198287,0,238.67928295532036,85.04259587062167,0.57,0.45599999999999996,0,0,0.2389930386844715,365,438.0,547.5,138,83,1
Greater Kailash,Tilak Nagar,14.518609363392606,10,921,82,46.40051075623708,37.12040860498967,69.60076613435562,43.08061290748449,37,104.66984579389295,57.84048311012078,0,24,50,173.25504412833908,123.96716085673232,0,108.55946919400742,23.079263754495756,0.82,0.656,0,0,0.7063080951477059,396,475.2,594.0,259,84,1
